title,views,comments,links,year,make,model,commentscount,viewscount
2014 and Earlier Jeep Patriot Lease Questions,413 views,10 comments,https://forums.edmunds.com/discussion/9974/jeep/patriot/2014-and-earlier-jeep-patriot-lease-questions,2014,and,Earlier,10,413
Ford Flex Lease Questions,4.8K views,211 comments,https://forums.edmunds.com/discussion/10350/ford/flex/ford-flex-lease-questions,Ford,Flex,Lease,211,4800
Chevrolet Traverse Prices Paid and Buying Experience,4K views,90 comments,https://forums.edmunds.com/discussion/10691/chevrolet/traverse/chevrolet-traverse-prices-paid-and-buying-experience,Chevrolet,Traverse,Prices,90,400
2014 and Earlier Jaguar XF Lease Questions,7.9K views,310 comments,https://forums.edmunds.com/discussion/11121/jaguar/xf/2014-and-earlier-jaguar-xf-lease-questions,2014,and,Earlier,310,7900
2014 and Earlier GMC Terrain Lease Questions,10.3K views,177 comments,https://forums.edmunds.com/discussion/12216/gmc/terrain/2014-and-earlier-gmc-terrain-lease-questions,2014,and,Earlier,177,10300
2014 and Earlier Ford Taurus Lease Questions,2.9K views,68 comments,https://forums.edmunds.com/discussion/13011/ford/taurus/2014-and-earlier-ford-taurus-lease-questions,2014,and,Earlier,68,2900
2014 and Earlier Ford Fiesta Lease Questions,901 views,20 comments,https://forums.edmunds.com/discussion/13323/ford/fiesta/2014-and-earlier-ford-fiesta-lease-questions,2014,and,Earlier,20,901
Kia Sportage Lease Questions,4.4K views,94 comments,https://forums.edmunds.com/discussion/13580/kia/sportage/kia-sportage-lease-questions,Kia,Sportage,Lease,94,4400
Kia Forte Lease Questions,2.8K views,58 comments,https://forums.edmunds.com/discussion/13810/kia/forte/kia-forte-lease-questions,Kia,Forte,Lease,58,2800
2014 and Earlier Chrysler 200 Lease Questions,2.3K views,11 comments,https://forums.edmunds.com/discussion/13982/chrysler/200/2014-and-earlier-chrysler-200-lease-questions,2014,and,Earlier,11,2300
2014 and Earlier Hyundai Veloster Lease Questions,1.7K views,26 comments,https://forums.edmunds.com/discussion/14241/hyundai/veloster/2014-and-earlier-hyundai-veloster-lease-questions,2014,and,Earlier,26,1700
2014 and Earlier Fiat 500 Lease Questions,5.6K views,72 comments,https://forums.edmunds.com/discussion/14696/fiat/500/2014-and-earlier-fiat-500-lease-questions,2014,and,Earlier,72,5600
Kia Cadenza Lease Questions,6.7K views,85 comments,https://forums.edmunds.com/discussion/15202/kia/cadenza/kia-cadenza-lease-questions,Kia,Cadenza,Lease,85,6700
2014 Infiniti Q50 Lease Questions,69.1K views,735 comments,https://forums.edmunds.com/discussion/15442/infiniti/q50/2014-infiniti-q50-lease-questions,2014,Infiniti,Q50,735,69100
2014 Infiniti QX60 Lease Questions,36.9K views,494 comments,https://forums.edmunds.com/discussion/15447/infiniti/qx60/2014-infiniti-qx60-lease-questions,2014,Infiniti,QX60,494,36900
2014 Honda Accord Lease Questions,70.6K views,816 comments,https://forums.edmunds.com/discussion/16719/honda/accord/2014-honda-accord-lease-questions,2014,Honda,Accord,816,70600
2014 Acura RDX Lease Questions,7.8K views,71 comments,https://forums.edmunds.com/discussion/16873/acura/rdx/2014-acura-rdx-lease-questions,2014,Acura,RDX,71,7800
2014 Subaru Legacy Lease Questions,4K views,114 comments,https://forums.edmunds.com/discussion/17027/subaru/legacy/2014-subaru-legacy-lease-questions,2014,Subaru,Legacy,114,400
2014 Subaru Impreza Lease Questions,4.2K views,52 comments,https://forums.edmunds.com/discussion/17032/subaru/impreza/2014-subaru-impreza-lease-questions,2014,Subaru,Impreza,52,4200
2014 Mercedes-Benz GLK-Class Lease Questions,14.4K views,174 comments,https://forums.edmunds.com/discussion/17085/mercedes-benz/glk-class/2014-mercedes-benz-glk-class-lease-questions,2014,Mercedes-Benz,GLK-Class,174,14400
2014 Mercedes-Benz CLS-Class Lease Questions,8.1K views,87 comments,https://forums.edmunds.com/discussion/17094/mercedes-benz/cls-class/2014-mercedes-benz-cls-class-lease-questions,2014,Mercedes-Benz,CLS-Class,87,8100
Should I Buy a New Car or a Used Luxury Car? | Edmunds.com,108.3K views,3 comments,https://forums.edmunds.com/discussion/20266/general/x/should-i-buy-a-new-car-or-a-used-luxury-car-edmunds-com,Should,I,Buy,3,108300
How to Buy a Certified Pre-Owned Vehicle,67.8K views,6 comments,https://forums.edmunds.com/discussion/25635/general/x/how-to-buy-a-certified-pre-owned-vehicle,How,to,Buy,6,67800
2015 Toyota Prius Purchase Prices Paid,3.2K views,7 comments,https://forums.edmunds.com/discussion/30679/toyota/prius/2015-toyota-prius-purchase-prices-paid,2015,Toyota,Prius,7,3200
Transaction Prices on the Rise for Trucks and SUVs | Edmunds.com,521 views,2 comments,https://forums.edmunds.com/discussion/34137/general/x/transaction-prices-on-the-rise-for-trucks-and-suvs-edmunds-com,Transaction,Prices,on,2,521
2015 RAV4 XLE,1.9K views,2 comments,https://forums.edmunds.com/discussion/34253/toyota/rav4/2015-rav4-xle,2015,RAV4,XLE,2,1900
GTI Driver's Option,381 views,2 comments,https://forums.edmunds.com/discussion/34256/volkswagen/gti/gti-drivers-option,GTI,Driver's,Option,2,381
2015 Dodge Dart Lease Questions,41 views,1 comment,https://forums.edmunds.com/discussion/34359/dodge/dart/2015-dodge-dart-lease-questions,2015,Dodge,Dart,1,41
Pricing a 2014 535i,51 views,1 comment,https://forums.edmunds.com/discussion/34367/bmw/5-series/pricing-a-2014-535i,Pricing,a,2014,1,51
How To Avoid a Marathon Car Deal | Edmunds.com,4.6K views,3 comments,https://forums.edmunds.com/discussion/34372/general/x/how-to-avoid-a-marathon-car-deal-edmunds-com,How,To,Avoid,3,4600
"GTI, CR-V, or BMW3?",31 views,5 comments,https://forums.edmunds.com/discussion/34384/general/x/gti-cr-v-or-bmw3,"GTI,","CR-V,",or,5,31
2015 Mazda 3 Touring Hatchback OTD,1.6K views,2 comments,https://forums.edmunds.com/discussion/34397/mazda/mazda3/2015-mazda-3-touring-hatchback-otd,2015,Mazda,3,2,1600
Documentation Fees,7K views,746 comments,https://forums.edmunds.com/discussion/3208/general/x/documentation-fees,Documentation,Fees,,746,700
Volkswagen Eos Lease Questions,2.2K views,117 comments,https://forums.edmunds.com/discussion/5870/volkswagen/eos/volkswagen-eos-lease-questions,Volkswagen,Eos,Lease,117,2200
2014 and Earlier Chevrolet Traverse Lease Questions,10K views,343 comments,https://forums.edmunds.com/discussion/10693/chevrolet/traverse/2014-and-earlier-chevrolet-traverse-lease-questions,2014,and,Earlier,343,1000
Toyota Venza Lease Questions,4.1K views,159 comments,https://forums.edmunds.com/discussion/10797/toyota/venza/toyota-venza-lease-questions,Toyota,Venza,Lease,159,4100
Honda Insight Lease Questions,1.2K views,102 comments,https://forums.edmunds.com/discussion/11411/honda/insight/honda-insight-lease-questions,Honda,Insight,Lease,102,1200
2014 and Earlier Chevrolet Camaro Lease Questions,4.8K views,71 comments,https://forums.edmunds.com/discussion/14056/chevrolet/camaro/2014-and-earlier-chevrolet-camaro-lease-questions,2014,and,Earlier,71,4800
2011/2012 Odyssey EXL Vs Sienna XLE,8.2K views,23 comments,https://forums.edmunds.com/discussion/14264/toyota/odyssey/2011-2012-odyssey-exl-vs-sienna-xle,2011/2012,Odyssey,EXL,23,8200
2014 and Earlier Buick Verano Lease Questions,4.3K views,63 comments,https://forums.edmunds.com/discussion/14474/buick/verano/2014-and-earlier-buick-verano-lease-questions,2014,and,Earlier,63,4300
2014 and Earlier Cadillac XTS Lease Questions,1.6K views,26 comments,https://forums.edmunds.com/discussion/14755/cadillac/xts/2014-and-earlier-cadillac-xts-lease-questions,2014,and,Earlier,26,1600
2014 BMW 4-Series Lease Questions,55.6K views,750 comments,https://forums.edmunds.com/discussion/15452/bmw/4-series/2014-bmw-4-series-lease-questions,2014,BMW,4-Series,750,55600
2014 BMW 2 Series,1.7K views,40 comments,https://forums.edmunds.com/discussion/15461/bmw/2-series/2014-bmw-2-series,2014,BMW,2,40,1700
2014 Honda CR-V Prices Paid and Buying Experiences,146.7K views,1.7K comments,https://forums.edmunds.com/discussion/16720/honda/cr-v/2014-honda-cr-v-prices-paid-and-buying-experiences,2014,Honda,CR-V,1700,146700
2014 Toyota Camry Prices Paid and Buying Experiences,28.3K views,81 comments,https://forums.edmunds.com/discussion/16721/toyota/x/2014-toyota-camry-prices-paid-and-buying-experiences,2014,Toyota,Camry,81,28300
2014 Subaru Forester Lease Questions,6.7K views,71 comments,https://forums.edmunds.com/discussion/16724/subaru/forester/2014-subaru-forester-lease-questions,2014,Subaru,Forester,71,6700
2014 Acura RLX Lease Questions,1.8K views,16 comments,https://forums.edmunds.com/discussion/16869/acura/rlx/2014-acura-rlx-lease-questions,2014,Acura,RLX,16,1800
2014 Acura MDX Lease Questions,28.7K views,145 comments,https://forums.edmunds.com/discussion/16871/acura/mdx/2014-acura-mdx-lease-questions,2014,Acura,MDX,145,28700
2014 Subaru Outback Prices Paid and Buying Experience,8.7K views,40 comments,https://forums.edmunds.com/discussion/17029/subaru/outback/2014-subaru-outback-prices-paid-and-buying-experience,2014,Subaru,Outback,40,8700
2014 Nissan Pathfinder Prices Paid and Buying Experience,7.4K views,23 comments,https://forums.edmunds.com/discussion/17047/nissan/x/2014-nissan-pathfinder-prices-paid-and-buying-experience,2014,Nissan,Pathfinder,23,7400
2014 Nissan Murano Prices Paid and Buying Experience,3.1K views,19 comments,https://forums.edmunds.com/discussion/17048/nissan/murano/2014-nissan-murano-prices-paid-and-buying-experience,2014,Nissan,Murano,19,3100
2014 Mercedes-Benz GL-Class Prices Paid and Buying Experience,2.4K views,1 comment,https://forums.edmunds.com/discussion/17083/mercedes-benz/x/2014-mercedes-benz-gl-class-prices-paid-and-buying-experience,2014,Mercedes-Benz,GL-Class,1,2400
2014 Acura ILX Lease Questions,8.3K views,64 comments,https://forums.edmunds.com/discussion/17106/acura/ilx/2014-acura-ilx-lease-questions,2014,Acura,ILX,64,8300
2014 Cadillac ATS Lease Questions,9.1K views,124 comments,https://forums.edmunds.com/discussion/17199/cadillac/ats/2014-cadillac-ats-lease-questions,2014,Cadillac,ATS,124,9100
2014 Cadillac CTS Lease Questions,9.9K views,132 comments,https://forums.edmunds.com/discussion/17398/cadillac/cts/2014-cadillac-cts-lease-questions,2014,Cadillac,CTS,132,9900
2015 Toyota Tundra TRD Pro Road Test | Edmunds.com,53.7K views,12 comments,https://forums.edmunds.com/discussion/18346/toyota/tundra/2015-toyota-tundra-trd-pro-road-test-edmunds-com,2015,Toyota,Tundra,12,53700
How Much Should a Car Down Payment Be?,330.7K views,8 comments,https://forums.edmunds.com/discussion/26126/general/x/how-much-should-a-car-down-payment-be,How,Much,Should,8,330700
Buying a new car for the first time - seeking guidance,61 views,3 comments,https://forums.edmunds.com/discussion/30028/subaru/x/buying-a-new-car-for-the-first-time-seeking-guidance,Buying,a,new,3,61
2015 Toyota Camry SE Prices Paid,5.6K views,10 comments,https://forums.edmunds.com/discussion/30984/toyota/camry/2015-toyota-camry-se-prices-paid,2015,Toyota,Camry,10,5600
Thinking about Purchasing a 2015 C300-4matic,631 views,9 comments,https://forums.edmunds.com/discussion/31775/mercedes-benz/c-class/thinking-about-purchasing-a-2015-c300-4matic,Thinking,about,Purchasing,9,631
Rear Sensors - MDX,201 views,4 comments,https://forums.edmunds.com/discussion/32569/acura/mdx/rear-sensors-mdx,Rear,Sensors,-,4,201
2015 RAV 4 Limited with technology package - 31500 OTD,1.3K views,6 comments,https://forums.edmunds.com/discussion/33194/toyota/rav4/2015-rav-4-limited-with-technology-package-31500-otd,2015,RAV,4,6,1300
Tech-Savvy Millennials Could Teach Parents a Few Things About Car Buying | Edmunds.com,751 views,1 comment,https://forums.edmunds.com/discussion/33310/general/x/tech-savvy-millennials-could-teach-parents-a-few-things-about-car-buying-edmunds-com,Tech-Savvy,Millennials,Could,1,751
2015 Toyota Camry XLE Prices Paid,1K views,2 comments,https://forums.edmunds.com/discussion/33328/toyota/camry/2015-toyota-camry-xle-prices-paid,2015,Toyota,Camry,2,100
Should I wait for 2016 Macan?,1.8K views,7 comments,https://forums.edmunds.com/discussion/33463/porsche/macan/should-i-wait-for-2016-macan,Should,I,wait,7,1800
2014 3.0T Premium Plus Lease help?,71 views,0 comments,https://forums.edmunds.com/discussion/33717/audi/s4/2014-3-0t-premium-plus-lease-help,2014,3.0T,Premium,0,71
Is $50K a realistic price for a 2015 Toyota Sequoia Limited 4 x 4?,731 views,2 comments,https://forums.edmunds.com/discussion/33768/toyota/sequoia/is-50k-a-realistic-price-for-a-2015-toyota-sequoia-limited-4-x-4,Is,$50K,a,2,731
Am I getting a good deal?,141 views,2 comments,https://forums.edmunds.com/discussion/33778/honda/cr-v/am-i-getting-a-good-deal,Am,I,getting,2,141
MSRP question for new cars,11 views,1 comment,https://forums.edmunds.com/discussion/33796/chevrolet/suburban/msrp-question-for-new-cars,MSRP,question,for,1,11
528i Lease pricing,51 views,1 comment,https://forums.edmunds.com/discussion/33801/bmw/x/528i-lease-pricing,528i,Lease,pricing,1,51
Newbie to Lexus,11 views,0 comments,https://forums.edmunds.com/discussion/33843/lexus/ls-460/newbie-to-lexus,Newbie,to,Lexus,0,11
2015 Honda Fit Prices Paid and Buying Experience,1.9K views,4 comments,https://forums.edmunds.com/discussion/34222/honda/fit/2015-honda-fit-prices-paid-and-buying-experience,2015,Honda,Fit,4,1900
Owe more than it's worth... I'm upside down and I can't get up!,5.1K views,1.2K comments,https://forums.edmunds.com/discussion/3853/general/x/owe-more-than-its-worth-im-upside-down-and-i-cant-get-up,Owe,more,than,1200,5100
Best Car for a new teenage driver,1.7K views,592 comments,https://forums.edmunds.com/discussion/5669/general/x/best-car-for-a-new-teenage-driver,Best,Car,for,592,1700
Comments: Consumer Reports/JD Power Rankings,3.2K views,668 comments,https://forums.edmunds.com/discussion/6575/general/x/comments-consumer-reports-jd-power-rankings,Comments:,Consumer,Reports/JD,668,3200
Repossession Stories and Questions,7.4K views,132 comments,https://forums.edmunds.com/discussion/6733/general/x/repossession-stories-and-questions,Repossession,Stories,and,132,7400
Infiniti EX35 EX37 Lease Questions,3K views,411 comments,https://forums.edmunds.com/discussion/9882/infiniti/ex35/infiniti-ex35-ex37-lease-questions,Infiniti,EX35,EX37,411,300
Jaguar XF Prices Paid and Buying Experience,3.8K views,60 comments,https://forums.edmunds.com/discussion/11120/jaguar/xf/jaguar-xf-prices-paid-and-buying-experience,Jaguar,XF,Prices,60,3800
Nissan Leaf Lease Questions,5.4K views,18 comments,https://forums.edmunds.com/discussion/14269/nissan/leaf/nissan-leaf-lease-questions,Nissan,Leaf,Lease,18,5400
2014 Honda Accord Prices Paid and Buying Experiences,232.2K views,2.2K comments,https://forums.edmunds.com/discussion/16722/honda/accord/2014-honda-accord-prices-paid-and-buying-experiences,2014,Honda,Accord,2200,232200
2014 Honda Pilot Prices Paid and Buying Experience,6.6K views,25 comments,https://forums.edmunds.com/discussion/17025/honda/pilot/2014-honda-pilot-prices-paid-and-buying-experience,2014,Honda,Pilot,25,6600
2014 BMW X3 Prices Paid and Buying Experience,8.6K views,28 comments,https://forums.edmunds.com/discussion/17036/bmw/x3/2014-bmw-x3-prices-paid-and-buying-experience,2014,BMW,X3,28,8600
2014 Jeep Cherokee Prices Paid and Buying Experience,5K views,16 comments,https://forums.edmunds.com/discussion/17189/jeep/cherokee/2014-jeep-cherokee-prices-paid-and-buying-experience,2014,Jeep,Cherokee,16,500
2015 BMW X3 xDrive28d Returns 34 MPG on the Highway | Edmunds.com,3.9K views,4 comments,https://forums.edmunds.com/discussion/18316/bmw/x3/2015-bmw-x3-xdrive28d-returns-34-mpg-on-the-highway-edmunds-com,2015,BMW,X3,4,3900
2015 Lincoln MKC Road Test | Edmunds.com,24.6K views,24 comments,https://forums.edmunds.com/discussion/18404/lincoln/mkc/2015-lincoln-mkc-road-test-edmunds-com,2015,Lincoln,MKC,24,24600
Top 10 Cars for First-Time Jobholders | Edmunds.com,29.6K views,2 comments,https://forums.edmunds.com/discussion/18840/general/x/top-10-cars-for-first-time-jobholders-edmunds-com,Top,10,Cars,2,29600
Price Paid for Hyundai Santa Fe (7 seater) GLS with Premium Package,751 views,3 comments,https://forums.edmunds.com/discussion/20498/hyundai/santa-fe/price-paid-for-hyundai-santa-fe-7-seater-gls-with-premium-package,Price,Paid,for,3,751
Top 10 Least Expensive Coupes for 2015 | Edmunds.com,39.1K views,2 comments,https://forums.edmunds.com/discussion/32173/general/x/top-10-least-expensive-coupes-for-2015-edmunds-com,Top,10,Least,2,39100
What stage of the car buying process are you in right now?,511 views,6 comments,https://forums.edmunds.com/discussion/32254/general/x/what-stage-of-the-car-buying-process-are-you-in-right-now,What,stage,of,6,511
Best lease deal in Long Island/New York City?,91 views,1 comment,https://forums.edmunds.com/discussion/32283/general/x/best-lease-deal-in-long-island-new-york-city,Best,lease,deal,1,91
VW Cabriolet Airbag light on,191 views,3 comments,https://forums.edmunds.com/discussion/32337/volkswagen/cabriolet/vw-cabriolet-airbag-light-on,VW,Cabriolet,Airbag,3,191
